id,address,enabled,date_added,date_modified,comment,date_updated,number,invalid_domains,status,abp_entries,type
1,https://raw.githubusercontent.com/StevenBlack/hosts/master/hosts,1,1612110794,1642682212,"Migrated from /etc/pihole/adlists.list",1758906922,80061,1,1,0,0
